gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	B	CD14	CD4T	CD8T	DCs	FGR3	Mega	NK
HLA-C	HLAC	False	HLAC		CPI-SS0ABD11350	HLA-C	3.169	2.942	3.057	3.872	3.028	3.534	2.194	3.951
HLA-C	HLAC	False	HLAC		CPI-SS0917CBD53	HLA-C	3.169	2.942	3.057	3.872	3.028	3.534	2.194	3.951
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS03EF699C7	HLA-E	1.779	2.021	1.814	2.101	1.589	2.709	0.869	2.082
HLA-E	P13747	False	HLAE_HUMAN		CPI-SC05A060D3B	HLA-E	1.779	2.021	1.814	2.101	1.589	2.709	0.869	2.082
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS0C4FA643F	HLA-E	1.779	2.021	1.814	2.101	1.589	2.709	0.869	2.082
HLA-E	P13747	False	HLAE_HUMAN		CPI-SC066BD3097	HLA-E	1.779	2.021	1.814	2.101	1.589	2.709	0.869	2.082
HLA-E	P13747	False	HLAE_HUMAN		CPI-SC04E52CC72	HLA-E	1.779	2.021	1.814	2.101	1.589	2.709	0.869	2.082
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS03339363E	HLA-E	1.779	2.021	1.814	2.101	1.589	2.709	0.869	2.082
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS00150FB64	HLA-F	0.49	0.348	0.369	0.495	0.507	0.539	0.362	0.678
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS05CE87F88	HLA-G	0.009	0.006	0.004	0.003	0.017	0.009	0.0	0.006
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0A76A8E97	HLA-F	0.49	0.348	0.369	0.495	0.507	0.539	0.362	0.678
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS0DBA81CCF	HLA-G	0.009	0.006	0.004	0.003	0.017	0.009	0.0	0.006
CD1D	P15813	False	CD1D_HUMAN		CPI-SS0EAB03260	CD1D	0.009	0.008	0.001	0.0	0.008	0.0	0.0	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	IGF1	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SC0322BA9B5	IGF1	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SC06CB2F292	NRG1	0.0	0.063	0.0	0.003	0.005	0.0	0.0	0.0
IGFBP3	P17936	False	IBP3_HUMAN		CPI-SS099ACF7FB	IGFBP3	0.0	0.0	0.011	0.026	0.005	0.003	0.0	0.0
IFNG	P01579	False	IFNG_HUMAN		CPI-SC02DEB4893	IFNG	0.0	0.001	0.009	0.045	0.0	0.003	0.0	0.017
IFNL1	Q8IU54	False	IFNL1_HUMAN		CPI-SC09F9339AD	IFNL1	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
IL10	P22301	False	IL10_HUMAN		CPI-SC0104DF8E5	IL10	0.019	0.169	0.003	0.0	0.022	0.012	0.0	0.0
IL11	P20809	False	IL11_HUMAN		CPI-SC0409FF431	IL11	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
IL15	P40933	False	IL15_HUMAN		CPI-SC0C6EBD4D8	IL15	0.049	0.057	0.014	0.015	0.039	0.333	0.0	0.04
IL17C	Q9P0M4	False	IL17C_HUMAN		CPI-SC0BB896AE4	IL17C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003
IL18	Q14116	False	IL18_HUMAN		CPI-SC09CC14C07	IL18	0.001	0.06	0.0	0.0	0.02	0.123	0.0	0.024
IL1A	P01583	False	IL1A_HUMAN		CPI-SC0A7A5EEB3	IL1A	0.0	0.01	0.0	0.0	0.0	0.006	0.0	0.0
IL1B	P01584	False	IL1B_HUMAN		CPI-SC0D5A18C2E	IL1B	0.01	1.034	0.016	0.012	0.687	0.505	0.101	0.01
IL1RN	P18510	False	IL1RA_HUMAN		CPI-SC06CA2BDAB	IL1RN	0.0	0.084	0.001	0.003	0.041	0.179	0.0	0.002
IL1A	P01583	False	IL1A_HUMAN		CPI-SC0629FB330	IL1A	0.0	0.01	0.0	0.0	0.0	0.006	0.0	0.0
IL1B	P01584	False	IL1B_HUMAN		CPI-SC01BC018A0	IL1B	0.01	1.034	0.016	0.012	0.687	0.505	0.101	0.01
IL1RN	P18510	False	IL1RA_HUMAN		CPI-SC0CEE7CCC6	IL1RN	0.0	0.084	0.001	0.003	0.041	0.179	0.0	0.002
IL36G	Q9NZH8	False	IL36G_HUMAN		CPI-SC01F1DB97B	IL36G	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0
IL2	P60568	False	IL2_HUMAN		CPI-SC0114881C6	IL2	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0
IL2	P60568	False	IL2_HUMAN		CPI-SC0DE80D39C	IL2	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0
IL6	P05231	False	IL6_HUMAN		CPI-SC0E81D7329	IL6	0.023	0.002	0.0	0.003	0.0	0.008	0.0	0.0
IL7	P13232	False	IL7_HUMAN		CPI-SC0089DC473	IL7	0.021	0.001	0.0	0.003	0.005	0.006	0.0	0.0
ULBP1	Q9BZM6	False	N2DL1_HUMAN		CPI-SC07B215915	ULBP1	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0
ULBP2	Q9BZM5	False	N2DL2_HUMAN		CPI-SC013345660	ULBP2	0.001	0.004	0.01	0.005	0.0	0.0	0.0	0.023
MICA	Q29983	False	MICA_HUMAN		CPI-SC0324880F8	MICA	0.012	0.069	0.02	0.027	0.055	0.049	0.0	0.055
MICB	Q29980	False	MICB_HUMAN		CPI-SC00BFC481D	MICB	0.021	0.016	0.011	0.02	0.011	0.037	0.0	0.014
CLEC2B	Q92478	False	CLC2B_HUMAN		CPI-SS025C8F785	CLEC2B	0.237	0.23	0.341	0.641	0.145	0.792	0.251	1.116
LTB	Q06643	False	TNFC_HUMAN		CPI-SS02C509183	LTB	1.015	0.108	1.846	0.116	0.377	0.244	0.861	0.12
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS0859C173B	TNFSF14	0.005	0.138	0.034	0.079	0.031	0.02	0.0	0.184
NRTN	Q99748	False	NRTN_HUMAN		CPI-SC060C69786	NRTN	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.003
DLL1	O00548	False	DLL1_HUMAN		CPI-SS04A5D6B6F	DLL1	0.0	0.003	0.003	0.0	0.0	0.0	0.0	0.014
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS0E5A6ADB3	DLL3	0.009	0.001	0.002	0.002	0.0	0.0	0.0	0.003
JAG1	P78504	False	JAG1_HUMAN		CPI-SS052ADA696	JAG1	0.0	0.011	0.0	0.0	0.007	0.008	0.0	0.006
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0423580E5	DLL1	0.0	0.003	0.003	0.0	0.0	0.0	0.0	0.014
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS06BBCAC08	DLL3	0.009	0.001	0.002	0.002	0.0	0.0	0.0	0.003
JAG1	P78504	False	JAG1_HUMAN		CPI-SS060B82BBC	JAG1	0.0	0.011	0.0	0.0	0.007	0.008	0.0	0.006
DLL1	O00548	False	DLL1_HUMAN		CPI-SS047232C64	DLL1	0.0	0.003	0.003	0.0	0.0	0.0	0.0	0.014
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS035E5A708	DLL3	0.009	0.001	0.002	0.002	0.0	0.0	0.0	0.003
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B99F22A2	JAG1	0.0	0.011	0.0	0.0	0.007	0.008	0.0	0.006
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0FB5FE587	DLL1	0.0	0.003	0.003	0.0	0.0	0.0	0.0	0.014
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS098C2FFC0	DLL3	0.009	0.001	0.002	0.002	0.0	0.0	0.0	0.003
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0837E9F59	JAG1	0.0	0.011	0.0	0.0	0.007	0.008	0.0	0.006
JAG1	P78504	False	JAG1_HUMAN		CPI-SS015B87133	JAG1	0.0	0.011	0.0	0.0	0.007	0.008	0.0	0.006
OSM	P13725	False	ONCM_HUMAN		CPI-SC0CDC669B3	OSM	0.004	0.528	0.009	0.003	0.174	0.122	0.0	0.006
LIF	P15018	False	LIF_HUMAN		CPI-SC0F30798CC	LIF	0.0	0.003	0.0	0.0	0.004	0.0	0.0	0.0
PENK	P01210	False	PENK_HUMAN		CPI-SS0D97012FB	PENK	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PNOC	Q13519	False	PNOC_HUMAN		CPI-SS0DAB76F63	PNOC	0.036	0.0	0.0	0.0	0.017	0.0	0.0	0.0
HCRT	O43612	False	OREX_HUMAN		CPI-SS084816B12	HCRT	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
OXT	P01178	False	NEU1_HUMAN		CPI-SS04B547174	OXT	0.013	0.002	0.012	0.0	0.0	0.0	0.0	0.0
AVP	P01185	False	NEU2_HUMAN		CPI-SS0C916344D	AVP	0.029	0.0	0.001	0.0	0.016	0.0	0.0	0.0
SCT	P09683	False	SECR_HUMAN		CPI-SS0EC70F078	SCT	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.008
SCT	P09683	False	SECR_HUMAN		CPI-SS0CB25BBAE	SCT	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.008
PGF	P49763	False	PLGF_HUMAN		CPI-SS07361522F	PGF	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0B9B3870A	VEGFA	0.004	0.107	0.0	0.0	0.09	0.007	0.0	0.006
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS00D51DD37	VEGFB	0.017	0.005	0.014	0.01	0.035	0.0	0.0	0.006
PGF	P49763	False	PLGF_HUMAN		CPI-SS01790830C	PGF	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SS034083FFA	SEMA3A	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS043E22BF5	VEGFA	0.004	0.107	0.0	0.0	0.09	0.007	0.0	0.006
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS00508D1C2	VEGFB	0.017	0.005	0.014	0.01	0.035	0.0	0.0	0.006
PGF	P49763	False	PLGF_HUMAN		CPI-SS065D9259F	PGF	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0
SEMA3C	Q99985	False	SEM3C_HUMAN		CPI-SS0F67B526A	SEMA3C	0.0	0.004	0.0	0.0	0.005	0.014	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS046F8AD8B	VEGFA	0.004	0.107	0.0	0.0	0.09	0.007	0.0	0.006
PLAU	P00749	False	UROK_HUMAN		CPI-SS036B08188	PLAU	0.0	0.045	0.003	0.011	0.033	0.0	0.0	0.043
PDGFA	P04085	False	PDGFA_HUMAN		CPI-SS0B70EB09E	PDGFA	0.0	0.001	0.0	0.003	0.005	0.0	0.0	0.003
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0FEEB187C	PDGFB	0.001	0.017	0.005	0.0	0.016	0.0	0.0	0.0
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS06DA9B4FE	PDGFC	0.0	0.008	0.0	0.0	0.006	0.016	0.0	0.002
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SC00DF4C861	PDGFB	0.001	0.017	0.005	0.0	0.016	0.0	0.0	0.0
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SC042177446	PDGFD	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.033
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS05A26A1DE	PDGFB	0.001	0.017	0.005	0.0	0.016	0.0	0.0	0.0
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SS0B3C76C9D	PDGFD	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.033
PODXL	O00592	False	PODXL_HUMAN		CPI-SS08920B6FF	PODXL	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
PODXL2	Q9NZ53	False	PDXL2_HUMAN		CPI-SS01EBB8D76	PODXL2	0.005	0.001	0.002	0.003	0.021	0.005	0.0	0.008
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS0D479FBB7	SELPLG	0.006	0.019	0.064	0.146	0.098	0.072	0.0	0.137
CD34	P28906	False	CD34_HUMAN		CPI-SS00D1CB372	CD34	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
PODXL2	Q9NZ53	False	PDXL2_HUMAN		CPI-SS039266778	PODXL2	0.005	0.001	0.002	0.003	0.021	0.005	0.0	0.008
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS027DD8311	SELPLG	0.006	0.019	0.064	0.146	0.098	0.072	0.0	0.137
CD34	P28906	False	CD34_HUMAN		CPI-SS013E6EBC3	CD34	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
PVR	P15151	False	PVR_HUMAN		CPI-SS0A8627ED6	PVR	0.0	0.009	0.0	0.0	0.015	0.008	0.0	0.003
PVR	P15151	False	PVR_HUMAN		CPI-SS0B84DAE3D	PVR	0.0	0.009	0.0	0.0	0.015	0.008	0.0	0.003
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0EB5364D4	RSPO3	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SC0C8A5C197	SEMA3A	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SC019D0A439	SEMA3A	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SC05F339947	SEMA3A	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SC096905331	SEMA3A	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0
SEMA4A	Q9H3S1	False	SEM4A_HUMAN		CPI-SS044C72D0D	SEMA4A	0.004	0.089	0.001	0.0	0.137	0.043	0.0	0.0
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0892F3080	SEMA4C	0.0	0.004	0.005	0.0	0.0	0.005	0.0	0.017
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS012F60F11	SEMA4D	0.017	0.083	0.09	0.087	0.027	0.056	0.0	0.085
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS0BC7F3EB5	SEMA4D	0.017	0.083	0.09	0.087	0.027	0.056	0.0	0.085
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS0F7113A7D	SEMA4D	0.017	0.083	0.09	0.087	0.027	0.056	0.0	0.085
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SS0EBDDDF8A	SEMA7A	0.082	0.0	0.002	0.0	0.023	0.0	0.0	0.005
SLITRK4	Q8IW52	False	SLIK4_HUMAN		CPI-SS0D08E949F	SLITRK4	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0
HFE	Q30201	False	HFE_HUMAN		CPI-SS0FF0C7449	HFE	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SC01AADFEB3	TGFB1	0.054	0.174	0.074	0.207	0.083	0.264	0.249	0.213
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SC0F36DD437	TGFB2	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SC074D3FFBC	TGFB3	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.003
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SC0DABCC4B5	TGFB1	0.054	0.174	0.074	0.207	0.083	0.264	0.249	0.213
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SC070741884	TGFB2	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SC051FC855D	TGFB3	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.003
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS085EE60B1	TGFB1	0.054	0.174	0.074	0.207	0.083	0.264	0.249	0.213
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SS0178F5C45	TGFB2	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS0D46E2B45	TGFB3	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.003
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SC0202406F0	TGFB3	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.003
BTLA	Q7Z6A9	False	BTLA_HUMAN		CPI-SS08330207B	BTLA	0.179	0.002	0.024	0.004	0.042	0.0	0.0	0.0
CD160	O95971	False	BY55_HUMAN		CPI-SS0879B8E95	CD160	0.0	0.001	0.005	0.032	0.0	0.0	0.0	0.096
LTA	P01374	False	TNFB_HUMAN		CPI-SS0110361CB	LTA	0.038	0.0	0.033	0.011	0.0	0.0	0.0	0.005
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS019C98396	TNFSF14	0.005	0.138	0.034	0.079	0.031	0.02	0.0	0.184
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS0D168412F	FASLG	0.002	0.005	0.034	0.365	0.009	0.003	0.0	0.479
LTA	P01374	False	TNFB_HUMAN		CPI-SS084BE3E4B	LTA	0.038	0.0	0.033	0.011	0.0	0.0	0.0	0.005
TNF	P01375	False	TNFA_HUMAN		CPI-SS04B4619D0	TNF	0.025	0.058	0.006	0.016	0.035	0.133	0.0	0.008
LTA	P01374	False	TNFB_HUMAN		CPI-SS07D9A48A2	LTA	0.038	0.0	0.033	0.011	0.0	0.0	0.0	0.005
TNF	P01375	False	TNFA_HUMAN		CPI-SS0E7D5974D	TNF	0.025	0.058	0.006	0.016	0.035	0.133	0.0	0.008
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS085A1A34C	TNFSF10	0.042	0.093	0.108	0.196	0.031	1.126	0.328	0.33
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS001865B32	TNFSF10	0.042	0.093	0.108	0.196	0.031	1.126	0.328	0.33
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS053CE866E	TNFSF10	0.042	0.093	0.108	0.196	0.031	1.126	0.328	0.33
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS095E52E66	TNFSF10	0.042	0.093	0.108	0.196	0.031	1.126	0.328	0.33
TNFSF11	O14788	False	TNF11_HUMAN		CPI-SS0ED2573CA	TNFSF11	0.002	0.0	0.003	0.0	0.007	0.0	0.0	0.008
TNFSF12	O43508	False	TNF12_HUMAN		CPI-SS02EF3E1BA	TNFSF12	0.008	0.006	0.006	0.012	0.008	0.0	0.0	0.021
TNFSF12	O43508	False	TNF12_HUMAN		CPI-SS079DDF890	TNFSF12	0.008	0.006	0.006	0.012	0.008	0.0	0.0	0.021
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS07FEEF0C3	TNFSF13B	0.015	0.167	0.045	0.002	0.693	0.93	0.0	0.014
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS018FE2F97	TNFSF13B	0.015	0.167	0.045	0.002	0.693	0.93	0.0	0.014
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS0247B3C14	TNFSF13B	0.015	0.167	0.045	0.002	0.693	0.93	0.0	0.014
TNFSF18	Q9UNG2	False	TNF18_HUMAN		CPI-SS0FF51A757	TNFSF18	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
TNFSF4	P23510	False	TNFL4_HUMAN		CPI-SS04456F441	TNFSF4	0.012	0.001	0.006	0.009	0.099	0.0	0.0	0.013
TNFSF8	P32971	False	TNFL8_HUMAN		CPI-SS084306E19	TNFSF8	0.003	0.064	0.032	0.0	0.005	0.006	0.0	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0431D2256	TNFSF9	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC0152439C2	WNT10A	0.05	0.0	0.015	0.0	0.062	0.0	0.0	0.003
WNT11	O96014	False	WNT11_HUMAN		CPI-SC0744403E1	WNT11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC04B4CB182	WNT16	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC086EAFF18	WNT2B	0.005	0.0	0.002	0.003	0.004	0.0	0.0	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC073C44F4A	WNT7A	0.0	0.001	0.009	0.003	0.0	0.0	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC0065F5B8A	WNT10A	0.05	0.0	0.015	0.0	0.062	0.0	0.0	0.003
WNT11	O96014	False	WNT11_HUMAN		CPI-SC0735548E0	WNT11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC07B9CD502	WNT16	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC04091DFF6	WNT2B	0.005	0.0	0.002	0.003	0.004	0.0	0.0	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC019E7AAA2	WNT7A	0.0	0.001	0.009	0.003	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC029ADF8EA	WNT11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC04F7D62D5	WNT16	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC06037057B	WNT2B	0.005	0.0	0.002	0.003	0.004	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC0675C8528	WNT5A	0.0	0.004	0.0	0.0	0.004	0.0	0.0	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC0AE0AAAFB	WNT7A	0.0	0.001	0.009	0.003	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC054FD289E	WNT11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC074888BE6	WNT16	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC058678C1B	WNT2B	0.005	0.0	0.002	0.003	0.004	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC07D1540F8	WNT5A	0.0	0.004	0.0	0.0	0.004	0.0	0.0	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC069D8A1BA	WNT7A	0.0	0.001	0.009	0.003	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC044BB9279	WNT11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC0827E3502	WNT16	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC0671450D5	WNT2B	0.005	0.0	0.002	0.003	0.004	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC081B09E04	WNT5A	0.0	0.004	0.0	0.0	0.004	0.0	0.0	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC092C6BB7D	WNT7A	0.0	0.001	0.009	0.003	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC06CA35957	WNT11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC00D0D0EC3	WNT16	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC015580274	WNT2B	0.005	0.0	0.002	0.003	0.004	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC0B739B6BE	WNT5A	0.0	0.004	0.0	0.0	0.004	0.0	0.0	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC04617C8EB	WNT7A	0.0	0.001	0.009	0.003	0.0	0.0	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC012DB3194	WNT10A	0.05	0.0	0.015	0.0	0.062	0.0	0.0	0.003
WNT11	O96014	False	WNT11_HUMAN		CPI-SC08E2BBB8C	WNT11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC04CC06812	WNT16	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC0FBD05A5F	WNT2B	0.005	0.0	0.002	0.003	0.004	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC027A59AFB	WNT5A	0.0	0.004	0.0	0.0	0.004	0.0	0.0	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC032AE5D59	WNT7A	0.0	0.001	0.009	0.003	0.0	0.0	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC0991BCC7F	WNT10A	0.05	0.0	0.015	0.0	0.062	0.0	0.0	0.003
WNT11	O96014	False	WNT11_HUMAN		CPI-SC0FD6A26C5	WNT11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC0B3222CB2	WNT16	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC081C6762E	WNT2B	0.005	0.0	0.002	0.003	0.004	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC0DD562B41	WNT5A	0.0	0.004	0.0	0.0	0.004	0.0	0.0	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC07F714A57	WNT7A	0.0	0.001	0.009	0.003	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC08496F2AE	WNT11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC0A27844A8	WNT16	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC02D16C89A	WNT2B	0.005	0.0	0.002	0.003	0.004	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC01D1E05E8	WNT5A	0.0	0.004	0.0	0.0	0.004	0.0	0.0	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC0DFEAE26D	WNT7A	0.0	0.001	0.009	0.003	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC0342728D2	WNT11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC081E1CE0B	WNT16	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
