id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	rank	B|B	B|CD14	B|CD4T	B|CD8T	B|DCs	B|FGR3	B|Mega	B|NK	CD14|B	CD14|CD14	CD14|CD4T	CD14|CD8T	CD14|DCs	CD14|FGR3	CD14|Mega	CD14|NK	CD4T|B	CD4T|CD14	CD4T|CD4T	CD4T|CD8T	CD4T|DCs	CD4T|FGR3	CD4T|Mega	CD4T|NK	CD8T|B	CD8T|CD14	CD8T|CD4T	CD8T|CD8T	CD8T|DCs	CD8T|FGR3	CD8T|Mega	CD8T|NK	DCs|B	DCs|CD14	DCs|CD4T	DCs|CD8T	DCs|DCs	DCs|FGR3	DCs|Mega	DCs|NK	FGR3|B	FGR3|CD14	FGR3|CD4T	FGR3|CD8T	FGR3|DCs	FGR3|FGR3	FGR3|Mega	FGR3|NK	Mega|B	Mega|CD14	Mega|CD4T	Mega|CD8T	Mega|DCs	Mega|FGR3	Mega|Mega	Mega|NK	NK|B	NK|CD14	NK|CD4T	NK|CD8T	NK|DCs	NK|FGR3	NK|Mega	NK|NK
CPI-SS085EE60B1	TGFB1_TGFBR3	simple:P01137	simple:Q03167	TGFB1	TGFBR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	1.5310000000000001																																																																
CPI-SC051FC855D	TGFB3_TGFbeta_receptor1	simple:P10600	complex:TGFbeta_receptor1	TGFB3		True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	1.5310000000000001																																																																
CPI-SC070741884	TGFB2_TGFbeta_receptor1	simple:P61812	complex:TGFbeta_receptor1	TGFB2		True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	1.5310000000000001																																																																
CPI-SC0DABCC4B5	TGFB1_TGFbeta_receptor1	simple:P01137	complex:TGFbeta_receptor1	TGFB1		True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	1.5310000000000001																																																																
CPI-SC074D3FFBC	TGFB3_TGFbeta_receptor2	simple:P10600	complex:TGFbeta_receptor2	TGFB3		True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	1.5310000000000001																																																																
CPI-SC0F36DD437	TGFB2_TGFbeta_receptor2	simple:P61812	complex:TGFbeta_receptor2	TGFB2		True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	1.5310000000000001																																																																
CPI-SC01AADFEB3	TGFB1_TGFbeta_receptor2	simple:P01137	complex:TGFbeta_receptor2	TGFB1		True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	1.5310000000000001																																																																
CPI-SS0FF0C7449	HFE_TFRC	simple:Q30201	simple:P02786	HFE	TFRC	True	False	True	curated	False	Ligand-Receptor		1.5310000000000001																																																																
CPI-CS0D01AFCC7	ThromboxaneA2_byTBXAS1_TBXA2R	complex:ThromboxaneA2_byTBXAS1	simple:P21731		TBXA2R	True	False	True	curated	False	Ligand-Receptor	Signaling by Thromboxane	1.5310000000000001																																																																
CPI-SS03339363E	HLA-E_KLRK1	simple:P13747	simple:P26718	HLA-E	KLRK1	False	False	True	curated	False	Ligand-Receptor	Signaling by HLA	1.5310000000000001																																																																
CPI-SS0D08E949F	SLITRK4_OLR1	simple:Q8IW52	simple:P78380	SLITRK4	OLR1	True	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	1.5310000000000001																																																																
CPI-SC0202406F0	TGFB3_integrin_aVb8_complex	simple:P10600	complex:integrin_aVb8_complex	TGFB3		True	False	False	curated	True	Ligand-Receptor	Signaling by Transforming growth factor	1.5310000000000001																																																																
CPI-SS079DDF890	TNFSF12_TNFRSF25	simple:O43508	simple:Q93038	TNFSF12	TNFRSF25	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	1.5310000000000001																																																																
CPI-SC046604E76	COL4A2_integrin_a2b1_complex	simple:P08572	complex:integrin_a2b1_complex	COL4A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.5310000000000001																																																																
CPI-SS018FE2F97	TNFSF13B_TNFRSF17	simple:Q9Y275	simple:Q02223	TNFSF13B	TNFRSF17	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	1.5310000000000001																																																																
CPI-SC081B09E04	WNT5A_FZD3_LRP5	simple:P41221	complex:FZD3_LRP5	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SC0671450D5	WNT2B_FZD3_LRP5	simple:Q93097	complex:FZD3_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SC0827E3502	WNT16_FZD3_LRP5	simple:Q9UBV4	complex:FZD3_LRP5	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SC044BB9279	WNT11_FZD3_LRP5	simple:O96014	complex:FZD3_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SC069D8A1BA	WNT7A_FZD2_LRP6	simple:O00755	complex:FZD2_LRP6	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SC07D1540F8	WNT5A_FZD2_LRP6	simple:P41221	complex:FZD2_LRP6	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SC058678C1B	WNT2B_FZD2_LRP6	simple:Q93097	complex:FZD2_LRP6	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SC074888BE6	WNT16_FZD2_LRP6	simple:Q9UBV4	complex:FZD2_LRP6	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SC054FD289E	WNT11_FZD2_LRP6	simple:O96014	complex:FZD2_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SC0AE0AAAFB	WNT7A_FZD2_LRP5	simple:O00755	complex:FZD2_LRP5	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SC0675C8528	WNT5A_FZD2_LRP5	simple:P41221	complex:FZD2_LRP5	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SC06037057B	WNT2B_FZD2_LRP5	simple:Q93097	complex:FZD2_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SC04F7D62D5	WNT16_FZD2_LRP5	simple:Q9UBV4	complex:FZD2_LRP5	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SC029ADF8EA	WNT11_FZD2_LRP5	simple:O96014	complex:FZD2_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SC019E7AAA2	WNT7A_FZD1_LRP6	simple:O00755	complex:FZD1_LRP6	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SC04091DFF6	WNT2B_FZD1_LRP6	simple:Q93097	complex:FZD1_LRP6	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SC07B9CD502	WNT16_FZD1_LRP6	simple:Q9UBV4	complex:FZD1_LRP6	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SC0735548E0	WNT11_FZD1_LRP6	simple:O96014	complex:FZD1_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SC0065F5B8A	WNT10A_FZD1_LRP6	simple:Q9GZT5	complex:FZD1_LRP6	WNT10A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SC073C44F4A	WNT7A_FZD1_LRP5	simple:O00755	complex:FZD1_LRP5	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SC086EAFF18	WNT2B_FZD1_LRP5	simple:Q93097	complex:FZD1_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SC04B4CB182	WNT16_FZD1_LRP5	simple:Q9UBV4	complex:FZD1_LRP5	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SC0744403E1	WNT11_FZD1_LRP5	simple:O96014	complex:FZD1_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SC0152439C2	WNT10A_FZD1_LRP5	simple:Q9GZT5	complex:FZD1_LRP5	WNT10A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SS0431D2256	TNFSF9_TNFRSF9	simple:P41273	simple:Q07011	TNFSF9	TNFRSF9	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	1.5310000000000001																																																																
CPI-SS084306E19	TNFSF8_TNFRSF8	simple:P32971	simple:P28908	TNFSF8	TNFRSF8	False	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	1.5310000000000001																																																																
CPI-SS04456F441	TNFSF4_TNFRSF4	simple:P23510	simple:P43489	TNFSF4	TNFRSF4	False	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	1.5310000000000001																																																																
CPI-SS0FF51A757	TNFSF18_TNFRSF18	simple:Q9UNG2	simple:Q9Y5U5	TNFSF18	TNFRSF18	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	1.5310000000000001																																																																
CPI-SS0247B3C14	TNFSF13B_TNFRSF13C	simple:Q9Y275	simple:Q96RJ3	TNFSF13B	TNFRSF13C	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	1.5310000000000001																																																																
CPI-SC06CA35957	WNT11_FZD3_LRP6	simple:O96014	complex:FZD3_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.5310000000000001																																																																
CPI-SC04E52CC72	HLA-E_CD94:NKG2E	simple:P13747	complex:CD94:NKG2E	HLA-E		False	False	True	curated	False	Ligand-Receptor	Signaling by HLA	1.5310000000000001																																																																
CPI-SC0A916E0E2	COL9A2_integrin_a2b1_complex	simple:Q14055	complex:integrin_a2b1_complex	COL9A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.5310000000000001																																																																
CPI-SS0C4FA643F	HLA-E_KLRC2	simple:P13747	simple:P26717	HLA-E	KLRC2	False	False	True	curated	False	Ligand-Receptor	Signaling by HLA	1.5310000000000001																																																																
CPI-CS07905F8F4	Adenosine_byNT5E_and_SLC29A1_ADORA3	complex:Adenosine_byNT5E_and_SLC29A1	simple:P0DMS8		ADORA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Adenosine	1.5310000000000001																																																																
CPI-SS08C884E97	ENTPD1_ADORA2B	simple:P49961	simple:P29275	ENTPD1	ADORA2B	False	False	True	curated	False	Ligand-Receptor	Signaling by Ectonucleoside	1.5310000000000001																																																																
CPI-CS0985F2C10	Adenosine_byNT5E_and_SLC29A4_ADORA2B	complex:Adenosine_byNT5E_and_SLC29A4	simple:P29275		ADORA2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Adenosine	1.5310000000000001																																																																
CPI-CS0D17EA793	Adenosine_byNT5E_and_SLC29A3_ADORA2B	complex:Adenosine_byNT5E_and_SLC29A3	simple:P29275		ADORA2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Adenosine	1.5310000000000001																																																																
CPI-CS016DD08B8	Adenosine_byNT5E_and_SLC29A2_ADORA2B	complex:Adenosine_byNT5E_and_SLC29A2	simple:P29275		ADORA2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Adenosine	1.5310000000000001																																																																
CPI-CS05357F38C	Adenosine_byNT5E_and_SLC29A1_ADORA2B	complex:Adenosine_byNT5E_and_SLC29A1	simple:P29275		ADORA2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Adenosine	1.5310000000000001																																																																
CPI-SS0E90C46BC	ENTPD1_ADORA2A	simple:P49961	simple:P29274	ENTPD1	ADORA2A	False	False	True	curated	False	Ligand-Receptor	Signaling by Ectonucleoside	1.5310000000000001																																																																
CPI-CS028B98B8F	Adenosine_byNT5E_and_SLC29A4_ADORA2A	complex:Adenosine_byNT5E_and_SLC29A4	simple:P29274		ADORA2A	True	False	True	curated	False	Ligand-Receptor	Signaling by Adenosine	1.5310000000000001																																																																
CPI-CS0F865E648	Adenosine_byNT5E_and_SLC29A3_ADORA2A	complex:Adenosine_byNT5E_and_SLC29A3	simple:P29274		ADORA2A	True	False	True	curated	False	Ligand-Receptor	Signaling by Adenosine	1.5310000000000001																																																																
CPI-CS0FDA0F596	Adenosine_byNT5E_and_SLC29A2_ADORA2A	complex:Adenosine_byNT5E_and_SLC29A2	simple:P29274		ADORA2A	True	False	True	curated	False	Ligand-Receptor	Signaling by Adenosine	1.5310000000000001																																																																
CPI-CS056D84EB8	Adenosine_byNT5E_and_SLC29A1_ADORA2A	complex:Adenosine_byNT5E_and_SLC29A1	simple:P29274		ADORA2A	True	False	True	curated	False	Ligand-Receptor	Signaling by Adenosine	1.5310000000000001																																																																
CPI-SC0C739EDCE	COL18A1_integrin_a1b1_complex	simple:P39060	complex:integrin_a1b1_complex	COL18A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.5310000000000001																																																																
CPI-SS00561BBD7	PVR_TIGIT	simple:P15151	simple:Q495A1	PVR	TIGIT	True	True	False	curated	False	Ligand-Receptor	Signaling by Poliovirus receptor	1.5310000000000001																																																																
CPI-CS04EFAFF1F	Adenosine_byNT5E_and_SLC29A2_ADORA3	complex:Adenosine_byNT5E_and_SLC29A2	simple:P0DMS8		ADORA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Adenosine	1.5310000000000001																																																																
CPI-SC03FF6E42F	LAMC1_integrin_a7b1_complex	simple:P11047	complex:integrin_a7b1_complex	LAMC1		True	False	False	curated	True	Ligand-Receptor	Adhesion by Laminin	1.5310000000000001																																																																
CPI-SS0A5AFF451	CHL1_L1CAM	simple:O00533	simple:P32004	CHL1	L1CAM	True	False	False	curated	False	Adhesion-Adhesion		1.5310000000000001																																																																
CPI-SS0ACD487F0	L1CAM_L1CAM	simple:P32004	simple:P32004	L1CAM	L1CAM	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by L1CAM	1.5310000000000001																																																																
CPI-SC030C83222	L1CAM_pL1:Ezrin	simple:P32004	complex:pL1:Ezrin	L1CAM		False	False	True	curated	False	Ligand-Receptor	Adhesion by L1CAM	1.5310000000000001																																																																
CPI-SS0F9D53834	JAM3_JAM3	simple:Q9BX67	simple:Q9BX67	JAM3	JAM3	True	False	False	curated	False	Adhesion-Adhesion	Adhesion by JAM	1.5310000000000001																																																																
CPI-SS087B53ABF	JAM2_JAM3	simple:P57087	simple:Q9BX67	JAM2	JAM3	True	False	False	curated	False	Adhesion-Adhesion	Adhesion by JAM	1.5310000000000001																																																																
CPI-SC079D293A2	COL19A1_integrin_a1b1_complex	simple:Q14993	complex:integrin_a1b1_complex	COL19A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.5310000000000001																																																																
CPI-SC0DEE2AF32	F11R_integrin_aLb2_complex	simple:Q9Y624	complex:integrin_aLb2_complex	F11R		False	True	False	curated	True	Ligand-Receptor	Adhesion by Prothrombin	1.5310000000000001																																																																
CPI-SC0A3A31D04	ICAM4_integrin_aLb2_complex	simple:Q14773	complex:integrin_aLb2_complex	ICAM4		True	False	False	curated	True	Ligand-Receptor	Adhesion by ICAM	1.5310000000000001																																																																
CPI-SC09DC9200A	ICAM3_integrin_aLb2_complex	simple:P32942	complex:integrin_aLb2_complex	ICAM3		False	False	False	curated	True	Ligand-Receptor	Adhesion by ICAM	1.5310000000000001																																																																
CPI-SC0943ECD6E	ICAM2_integrin_aLb2_complex	simple:P13598	complex:integrin_aLb2_complex	ICAM2		False	False	False	curated	True	Ligand-Receptor	Adhesion by ICAM	1.5310000000000001																																																																
CPI-SC00035437A	ICAM1_integrin_aLb2_complex	simple:P05362	complex:integrin_aLb2_complex	ICAM1		False	True	False	curated	True	Ligand-Receptor	Adhesion by ICAM	1.5310000000000001																																																																
CPI-SS0E9A581F8	ICAM1_ITGAL	simple:P05362	simple:P20701	ICAM1	ITGAL	False	True	True	curated	False	Ligand-Receptor	Adhesion by ICAM	1.5310000000000001																																																																
CPI-SS00457EB1A	GJA3_GJA3	simple:Q9Y6H8	simple:Q9Y6H8	GJA3	GJA3	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	1.5310000000000001																																																																
CPI-SC024FAED24	LAMC1_integrin_a6b1_complex	simple:P11047	complex:integrin_a6b1_complex	LAMC1		True	False	False	curated	True	Ligand-Receptor	Adhesion by Laminin	1.5310000000000001																																																																
CPI-CS08D35C881	Adenosine_byNT5E_and_SLC29A3_ADORA3	complex:Adenosine_byNT5E_and_SLC29A3	simple:P0DMS8		ADORA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Adenosine	1.5310000000000001																																																																
CPI-CS0F953F172	Adenosine_byNT5E_and_SLC29A4_ADORA3	complex:Adenosine_byNT5E_and_SLC29A4	simple:P0DMS8		ADORA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Adenosine	1.5310000000000001																																																																
CPI-SS0276D5C7E	ENTPD1_ADORA3	simple:P49961	simple:P0DMS8	ENTPD1	ADORA3	False	False	True	curated	False	Ligand-Receptor	Signaling by Ectonucleoside	1.5310000000000001																																																																
CPI-CS0DAC88EFA	Estradiol_byCYP19A1_GPER1	complex:Estradiol_byCYP19A1	simple:Q99527		GPER1	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	1.5310000000000001																																																																
CPI-CS0A04F7238	Estradiol_byHSD17B1_ESR2	complex:Estradiol_byHSD17B1	simple:Q92731		ESR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Estradiol	1.5310000000000001																																																																
CPI-CS0B87D36A1	Estradiol_byCYP19A1_ESR2	complex:Estradiol_byCYP19A1	simple:Q92731		ESR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	1.5310000000000001																																																																
CPI-CS0168A25C9	Estradiol_byHSD17B1_ESR1	complex:Estradiol_byHSD17B1	simple:P03372		ESR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Estradiol	1.5310000000000001																																																																
CPI-CS09B8977D7	Dehydroepiandrosterone_bySTS_ESR1	complex:Dehydroepiandrosterone_bySTS	simple:P03372		ESR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Dehydroepiandrosterone	1.5310000000000001																																																																
CPI-CS029C8858F	Estradiol_byCYP19A1_ESR1	complex:Estradiol_byCYP19A1	simple:P03372		ESR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	1.5310000000000001																																																																
CPI-CS01DAEDE79	Calcitriol_byCYP27B1_VDR	complex:Calcitriol_byCYP27B1	simple:P11473		VDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	1.5310000000000001																																																																
CPI-SC046AFCFE9	CLU_TREM2_receptor	simple:P10909	complex:TREM2_receptor	CLU		True	False	True	curated	False	Ligand-Receptor		1.5310000000000001																																																																
CPI-SC06C75F978	APOE_TREM2_receptor	simple:P02649	complex:TREM2_receptor	APOE		True	False	True	curated	False	Ligand-Receptor	Signaling by Apolipoprotein	1.5310000000000001																																																																
CPI-SC0E89A4EF0	APP_TREM2_receptor	simple:P05067	complex:TREM2_receptor	APP		False	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-beta precursor protein	1.5310000000000001																																																																
CPI-SS097A84265	APP_TNFRSF21	simple:P05067	simple:O75509	APP	TNFRSF21	False	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-beta precursor protein	1.5310000000000001																																																																
CPI-SS07ACDDCD6	APP_SORL1	simple:P05067	simple:Q92673	APP	SORL1	True	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-beta precursor protein	1.5310000000000001																																																																
CPI-SS0DF830287	APLP2_PLXNA4	simple:Q06481	simple:Q9HCM2	APLP2	PLXNA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-like protein	1.5310000000000001																																																																
CPI-SS0CB6F5575	APP_PLXNA4	simple:P05067	simple:Q9HCM2	APP	PLXNA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-beta precursor protein	1.5310000000000001																																																																
CPI-SS05F45873A	SAA1_FPR2	simple:P0DJI8	simple:P25090	SAA1	FPR2	True	False	True	curated	False	Ligand-Receptor		1.5310000000000001																																																																
CPI-CS0FC36F030	LipoxinA4_byALOX5_FPR2	complex:LipoxinA4_byALOX5	simple:P25090		FPR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.5310000000000001																																																																
CPI-CS0C94B5884	LipoxinA4_byALOX12_FPR2	complex:LipoxinA4_byALOX12	simple:P25090		FPR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.5310000000000001																																																																
CPI-SS05B2931D3	CCL23_FPR2	simple:P55773	simple:P25090	CCL23	FPR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SS0A2949959	ICAM3_CD209	simple:P32942	simple:Q9NNX6	ICAM3	CD209	True	False	True	curated	False	Ligand-Receptor	Adhesion by ICAM	1.5310000000000001																																																																
CPI-SC071163509	COL11A2_integrin_a1b1_complex	simple:P13942	complex:integrin_a1b1_complex	COL11A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.5310000000000001																																																																
CPI-SC027893337	COL15A1_integrin_a1b1_complex	simple:P39059	complex:integrin_a1b1_complex	COL15A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.5310000000000001																																																																
CPI-SS0EEF491E3	SLITRK4_PTPRS	simple:Q8IW52	simple:Q13332	SLITRK4	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	1.5310000000000001																																																																
CPI-SS064D15A83	LRFN4_PTPRS	simple:Q6PJG9	simple:Q13332	LRFN4	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	1.5310000000000001																																																																
CPI-SS0593F278B	AGRN_PTPRS	simple:O00468	simple:Q13332	AGRN	PTPRS	True	False	True	curated	False	Ligand-Receptor	Signaling by Agrin	1.5310000000000001																																																																
CPI-SS00BD8FF72	POMC_MC1R	simple:P01189	simple:Q01726	POMC	MC1R	True	False	True	curated	False	Ligand-Receptor	Signaling by Podocalyxin-like protein	1.5310000000000001																																																																
CPI-SS019ABECEC	ASIP_MC1R	simple:P42127	simple:Q01726	ASIP	MC1R	True	False	True	curated	False	Ligand-Receptor	Signaling by Agouti-related protein	1.5310000000000001																																																																
CPI-SC01AD532CA	ADM2_RAMP2_complex	simple:Q7Z4H4	complex:RAMP2_complex	ADM2		True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenomedullin	1.5310000000000001																																																																
CPI-CS0E8897714	Noradrenaline_byDBH_and_SLC18A2_ADRB2	complex:Noradrenaline_byDBH_and_SLC18A2	simple:P07550		ADRB2	True	False	True	curated	False	Ligand-Receptor	Signaling by Noradrenaline	1.5310000000000001																																																																
CPI-CS085B8BFD8	Noradrenaline_byDBH_and_SLC18A1_ADRB2	complex:Noradrenaline_byDBH_and_SLC18A1	simple:P07550		ADRB2	True	False	True	curated	False	Ligand-Receptor	Signaling by Noradrenaline	1.5310000000000001																																																																
CPI-SC09B45FB39	FN1_integrin_aVb5_complex	simple:P02751	complex:integrin_aVb5_complex	FN1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Fibronectin	1.5310000000000001																																																																
CPI-CS0B08AEA2D	Estradiol_byHSD17B1_GPER1	complex:Estradiol_byHSD17B1	simple:Q99527		GPER1	True	False	True	curated	False	Ligand-Receptor	Signaling by Estradiol	1.5310000000000001																																																																
CPI-SC0A6D5D2B1	MMP2_integrin_aVb3_complex	simple:P08253	complex:integrin_aVb3_complex	MMP2		True	False	False	curated	True	Ligand-Receptor		1.5310000000000001																																																																
CPI-SC0C4FD0754	PLAUR_integrin_aVb3_complex	simple:Q03405	complex:integrin_aVb3_complex	PLAUR		True	True	False	curated	True	Receptor-Receptor	Signaling by Plasminogen Activator	1.5310000000000001																																																																
CPI-SS06D13FCD3	DSC2_DSG2	simple:Q02487	simple:Q14126	DSC2	DSG2	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Desmosome	1.5310000000000001																																																																
CPI-SS08B94BEB2	DSC1_DSG2	simple:Q08554	simple:Q14126	DSC1	DSG2	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Desmosome	1.5310000000000001																																																																
CPI-SC0C91660AB	FN1_integrin_a10b1_complex	simple:P02751	complex:integrin_a10b1_complex	FN1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Fibronectin	1.5310000000000001																																																																
CPI-SC0FD500AF3	COL9A3_integrin_a10b1_complex	simple:Q14050	complex:integrin_a10b1_complex	COL9A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.5310000000000001																																																																
CPI-SC0A210DC1F	COL9A2_integrin_a10b1_complex	simple:Q14055	complex:integrin_a10b1_complex	COL9A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.5310000000000001																																																																
CPI-SC0FCB8DFBB	COL8A2_integrin_a10b1_complex	simple:P25067	complex:integrin_a10b1_complex	COL8A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.5310000000000001																																																																
CPI-SC0B4771D76	COL7A1_integrin_a10b1_complex	simple:Q02388	complex:integrin_a10b1_complex	COL7A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.5310000000000001																																																																
CPI-SC059D160BE	COL6A3_integrin_a10b1_complex	simple:P12111	complex:integrin_a10b1_complex	COL6A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.5310000000000001																																																																
CPI-SC07F654CB3	COL6A2_integrin_a10b1_complex	simple:P12110	complex:integrin_a10b1_complex	COL6A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.5310000000000001																																																																
CPI-SC0251EEF61	COL6A1_integrin_a10b1_complex	simple:P12109	complex:integrin_a10b1_complex	COL6A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.5310000000000001																																																																
CPI-SC0CC8A2F79	COL4A3_integrin_a10b1_complex	simple:Q01955	complex:integrin_a10b1_complex	COL4A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.5310000000000001																																																																
CPI-SC0096917A2	COL4A2_integrin_a10b1_complex	simple:P08572	complex:integrin_a10b1_complex	COL4A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.5310000000000001																																																																
CPI-SC09E4E673B	COL24A1_integrin_a10b1_complex	simple:Q17RW2	complex:integrin_a10b1_complex	COL24A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.5310000000000001																																																																
CPI-SC0149E8473	FN1_integrin_a2Bb3_complex	simple:P02751	complex:integrin_a2Bb3_complex	FN1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Fibronectin	1.5310000000000001																																																																
